chromosome	type	start	end	strand	id	name	transcript.start	transcript.end
chrII	gene	158656	159693	-	YBL033C	RIB1	158581	159722
chrII	gene	153848	158389	-	YBL034C	STU1	153689	158980
chrII	gene	151493	153610	-	YBL035C	POL12	151228	153797
chrII	gene	150447	151220	-	YBL036C		150322	151245
chrII	gene	143989	145728	-	YBL039C	URA7	143909	145783
chrII	gene	144948	145031	-	YBL039C-A		144813	145166
chrII	gene	142112	142868	-	YBL040C	ERD2	141946	142891
chrII	gene	138341	140260	-	YBL042C	FUI1	138033	140340
chrII	gene	134143	135516	-	YBL045C	COR1	133913	135778
chrII	gene	127895	132040	-	YBL047C	EDE1	127681	132227
chrII	gene	122753	124759	-	YBL051C	PIN4	122337	124836
chrII	gene	119379	121874	-	YBL052C	SAS3	119326	122345
chrII	gene	115573	116829	-	YBL055C		115502	117401
chrII	gene	112801	113427	-	YBL057C	PTH2	112750	113450
chrII	gene	110125	110539	-	YBL059C-A	CMC2	109906	110566
chrII	gene	105316	107406	-	YBL061C	SKT5	105237	107518
chrII	gene	100371	101156	-	YBL064C	PRX1	100298	101201
chrII	gene	96669	100115	-	YBL066C	SEF1	96238	100207
chrII	gene	93639	95882	-	YBL067C	UBP13	93535	96189
chrII	gene	90605	90925	-	YBL070C		89938	91060
chrII	gene	90223	90531	-	YBL071C		89938	90666
chrII	gene	89458	89556	-	YBL071C-B		88955	89594
chrII	gene	88523	89440	-	YBL072C	RPS8A	88035	89594
chrII	gene	86722	87789	-	YBL074C	AAR2	86469	87795
chrII	gene	84499	86448	-	YBL075C	SSA3	84369	86581
chrII	gene	81043	84261	-	YBL076C	ILS1	80940	84337
chrII	gene	80378	80731	-	YBL078C	ATG8	79800	80877
chrII	gene	73070	74695	-	YBL080C	PET112	71839	74750
chrII	gene	69751	71127	-	YBL082C	ALG3	69664	71223
chrII	gene	69713	70138	-	YBL083C		69664	70273
chrII	gene	67169	69445	-	YBL084C	CDC27	66853	69641
chrII	gene	61202	62602	-	YBL086C		61153	62712
chrII	gene	59822	60739	-	YBL087C	RPL23A	59632	60828
chrII	gene	51019	59382	-	YBL088C	TEL1	50952	59517
chrII	gene	47363	48628	-	YBL091C	MAP2	47295	48661
chrII	gene	46565	47180	-	YBL091C-A	SCS22	46465	47324
chrII	gene	44256	44918	-	YBL093C	ROX3	44121	45124
chrII	gene	43765	44097	-	YBL094C		43271	44232
chrII	gene	43174	43482	-	YBL096C		43039	43617
chrII	gene	36989	37303	-	YBL100C		36628	37438
chrII	gene	24946	28299	-	YBL101C	ECM21	24828	29021
chrII	gene	22076	23536	-	YBL103C	RTG3	21652	23789
chrII	gene	18177	21293	-	YBL104C	SEA4	18023	21300
chrII	gene	14241	17696	-	YBL105C	PKC1	14108	18021
chrII	gene	10847	13879	-	YBL106C	SRO77	10584	14162
chrII	gene	9961	10551	-	YBL107C	MIX23	9768	10592
chrII	gene	7605	7733	-	YBL108C-A	PAU9	7470	7868
chrII	gene	2907	5009	-	YBL111C		2772	5144
chrII	gene	2582	2899	-	YBL112C		2447	3034
chrII	gene	280	2658	-	YBL113C		145	2793
chrII	gene	238941	241283	-	YBR001C	NTH2	238873	241420
chrII	gene	241708	242568	-	YBR002C	RER2	241529	242616
chrII	gene	244366	245667	-	YBR004C	GPI18	244275	245721
chrII	gene	248806	251016	-	YBR007C	DSF2	248550	251191
chrII	gene	252563	254209	-	YBR008C	FLR1	252431	254343
chrII	gene	255373	255684	-	YBR009C	HHF1	255194	255713
chrII	gene	257112	257975	-	YBR011C	IPP1	257022	258024
chrII	gene	259147	259566	-	YBR012C		258942	259595
chrII	gene	265492	265881	-	YBR013C		265362	266181
chrII	gene	266725	267336	-	YBR014C	GRX7	266540	267469
chrII	gene	267710	269503	-	YBR015C	MNN2	267572	269610
chrII	gene	270947	273703	-	YBR017C	KAP104	270232	273768
chrII	gene	274427	275527	-	YBR018C	GAL7	273989	275598
chrII	gene	276253	278352	-	YBR019C	GAL10	276157	278487
chrII	gene	284428	287925	-	YBR023C	CHS3	283688	288074
chrII	gene	290681	291865	-	YBR025C	OLA1	290494	292143
chrII	gene	292877	294019	-	YBR026C	ETR1	292609	294328
chrII	gene	294024	294356	-	YBR027C		293200	294491
chrII	gene	294425	296002	-	YBR028C	YPK3	294329	296147
chrII	gene	296369	297742	-	YBR029C	CDS1	296230	298427
chrII	gene	304930	305976	-	YBR034C	HMT1	304750	306097
chrII	gene	306269	306955	-	YBR035C	PDX3	306132	307061
chrII	gene	309081	310313	-	YBR036C	CSG2	309007	310425
chrII	gene	310565	311452	-	YBR037C	SCO1	310493	311499
chrII	gene	320416	321609	-	YBR042C	CST26	320325	321744
chrII	gene	321876	323945	-	YBR043C	QDR3	321752	324096
chrII	gene	324341	326059	-	YBR044C	TCM62	324271	326332
chrII	gene	328173	330092	-	YBR045C	GIP1	328038	330252
chrII	gene	330507	331511	-	YBR046C	ZTA1	330253	331576
chrII	gene	334386	336818	-	YBR049C	REB1	334138	336956
chrII	gene	337183	338199	-	YBR050C	REG2	337117	338421
chrII	gene	338720	339352	-	YBR052C	RFS1	338428	339447
chrII	gene	339675	340751	-	YBR053C		339456	340803
chrII	gene	344602	347301	-	YBR055C	PRP6	344530	347324
chrII	gene	351293	351451	-	YBR056C-B		351072	351855
chrII	gene	352193	353293	-	YBR057C	MUM2	351961	353445
chrII	gene	353672	356017	-	YBR058C	UBP14	353469	356077
chrII	gene	356324	356566	-	YBR058C-A	TSC3	356128	356867
chrII	gene	356861	360187	-	YBR059C	AKL1	356822	360331
chrII	gene	360652	362514	-	YBR060C	ORC2	360562	362607
chrII	gene	364787	365719	-	YBR061C	TRM7	364631	365774
chrII	gene	365976	366600	-	YBR062C		365868	366629
chrII	gene	366970	368184	-	YBR063C		366718	368319
chrII	gene	368584	369678	-	YBR065C	ECM2	368417	369785
chrII	gene	370037	370699	-	YBR066C	NRG2	369798	370894
chrII	gene	372103	372735	-	YBR067C	TIP1	371979	372778
chrII	gene	373861	375690	-	YBR068C	BAP2	373659	375741
chrII	gene	376574	378433	-	YBR069C	TAT1	376467	378683
chrII	gene	379221	379934	-	YBR070C	ALG14	379177	380067
chrII	gene	382860	383021	-	YBR072C-A		382756	383074
chrII	gene	391351	391617	-	YBR076C-A		391190	391714
chrII	gene	391805	392293	-	YBR077C	SLM4	391602	392541
chrII	gene	395383	398277	-	YBR079C	RPG1	395319	398303
chrII	gene	398614	400890	-	YBR080C	SEC18	398439	400963
chrII	gene	401253	405251	-	YBR081C	SPT7	401124	405398
chrII	gene	406628	407169	-	YBR082C	UBC4	406486	407507
chrII	gene	414186	415261	-	YBR084C-A	RPL19A	414091	415478
chrII	gene	418907	419164	-	YBR085C-A		418573	419428
chrII	gene	420201	423041	-	YBR086C	IST2	420106	423288
chrII	gene	424990	425766	-	YBR088C	POL30	424962	426051
chrII	gene	426190	426873	-	YBR089C-A	NHP6B	426052	426928
chrII	gene	426333	427058	-	YBR090C		426052	427193
chrII	gene	427155	427484	-	YBR091C	TIM12	427068	427511
chrII	gene	427698	429101	-	YBR092C	PHO3	427675	429114
chrII	gene	429548	430951	-	YBR093C	PHO5	429512	430999
chrII	gene	434406	435698	-	YBR095C	RXT2	433707	435766
chrII	gene	442924	443307	-	YBR099C		442789	443442
chrII	gene	443821	444693	-	YBR101C	FES1	443810	444731
chrII	gene	445062	447323	-	YBR102C	EXO84	444732	447392
chrII	gene	449320	449463	-	YBR103C-A		449185	449598
chrII	gene	450881	451969	-	YBR105C	VID24	450767	452065
chrII	gene	453793	454530	-	YBR107C	IML3	453273	454721
chrII	gene	457919	458362	-	YBR109C	CMD1	457723	458415
chrII	gene	461178	461873	-	YBR111C	YSA1	460934	462513
chrII	gene	462870	465770	-	YBR112C	CYC8	462514	466003
chrII	gene	469748	473926	-	YBR115C	LYS2	469677	474045
chrII	gene	474199	474726	-	YBR116C		474064	474861
chrII	gene	474392	476437	-	YBR117C	TKL2	474242	476572
chrII	gene	480435	480923	-	YBR120C	CBP6	480393	481015
chrII	gene	481364	483367	-	YBR121C	GRS1	481221	483555
chrII	gene	482326	482484	-	YBR121C-A		481701	482619
chrII	gene	483970	484503	-	YBR122C	MRPL36	483771	484730
chrII	gene	484742	486691	-	YBR123C	TFC1	484693	486791
chrII	gene	487199	488380	-	YBR125C	PTC4	486999	488600
chrII	gene	488905	490392	-	YBR126C	TPS1	488688	490467
chrII	gene	491269	492822	-	YBR127C	VMA2	491121	492868
chrII	gene	493081	494115	-	YBR128C	ATG14	492868	494347
chrII	gene	494353	495339	-	YBR129C	OPY1	494240	495426
chrII	gene	495592	496869	-	YBR130C	SHE3	495490	496926
chrII	gene	497650	497739	-	YBR131C-A		497153	497874
chrII	gene	499652	501442	-	YBR132C	AGP2	499373	501573
chrII	gene	501804	504287	-	YBR133C	HSL7	501739	504424
chrII	gene	513762	515336	-	YBR138C		513637	515442
chrII	gene	517350	526628	-	YBR140C	IRA1	517266	526736
chrII	gene	527025	528038	-	YBR141C	BMT2	526844	528074
chrII	gene	530869	532182	-	YBR143C	SUP45	530752	532277
chrII	gene	533235	533549	-	YBR144C		533100	533684
chrII	gene	541209	544493	-	YBR150C	TBS1	541166	544536
chrII	gene	548362	549009	-	YBR154C	RPB5	548289	549130
chrII	gene	551104	553200	-	YBR156C	SLI15	550950	553476
chrII	gene	553543	554310	-	YBR157C	ICS2	553441	554662
chrII	gene	563203	564570	-	YBR162C	TOS1	562919	564718
chrII	gene	567875	568426	-	YBR164C	ARL1	567766	568555
chrII	gene	569842	571200	-	YBR166C	TYR1	569756	571255
chrII	gene	571468	571890	-	YBR167C	POP7	571347	572015
chrII	gene	573915	575996	-	YBR169C	SSE2	573767	576286
chrII	gene	576344	578086	-	YBR170C	NPL4	576225	578137
chrII	gene	579150	581372	-	YBR172C	SMY2	579014	581613
chrII	gene	581726	582172	-	YBR173C	UMP1	581614	582239
chrII	gene	582338	582652	-	YBR174C		582252	582787
chrII	gene	584807	586162	-	YBR177C	EHT1	584690	586323
chrII	gene	586547	589114	-	YBR179C	FZO1	586394	589205
chrII	gene	591712	592774	-	YBR181C	RPS6B	591614	592890
chrII	gene	593506	594864	-	YBR182C	SMP1	593371	594999
chrII	gene	595361	595555	-	YBR182C-A		595226	595690
chrII	gene	599123	599959	-	YBR185C	MBA1	598990	600078
chrII	gene	603685	604107	-	YBR188C	NTC20	603544	604178
chrII	gene	609082	609753	-	YBR193C	MED8	608829	609796
chrII	gene	610614	611882	-	YBR195C	MSI1	610503	611917
chrII	gene	612236	613900	-	YBR196C	PGI1	612060	614128
chrII	gene	614024	614173	-	YBR196C-A		613951	614514
chrII	gene	614526	614630	-	YBR196C-B		614157	614765
chrII	gene	615203	615856	-	YBR197C		615037	615991
chrII	gene	616127	618523	-	YBR198C	TAF5	616051	618603
chrII	gene	624493	624696	-	YBR201C-A		624266	624937
chrII	gene	632254	633381	-	YBR204C	LDH1	632042	633446
chrII	gene	636703	642210	-	YBR208C	DUR1%2C2	636601	642558
chrII	gene	646158	647132	-	YBR211C	AME1	646066	647279
chrII	gene	655576	657600	-	YBR216C	YBP1	655357	657695
chrII	gene	658707	662249	-	YBR218C	PYC2	658613	662390
chrII	gene	662499	663303	-	YBR219C		662384	663438
chrII	gene	662995	664677	-	YBR220C		662788	664860
chrII	gene	665153	666253	-	YBR221C	PDB1	664910	666525
chrII	gene	666720	668351	-	YBR222C	PCS60	666579	668478
chrII	gene	668663	670297	-	YBR223C	TDP1	668359	670324
chrII	gene	673155	673565	-	YBR226C		673020	673700
chrII	gene	673572	675134	-	YBR227C	MCX1	673461	675181
chrII	gene	676357	679221	-	YBR229C	ROT2	676248	679459
chrII	gene	679549	680050	-	YBR230C	OM14	679460	680176
chrII	gene	682179	683090	-	YBR231C	SWC5	681856	683257
chrII	gene	683373	683732	-	YBR232C		683319	683867
chrII	gene	685438	686592	-	YBR234C	ARC40	685393	686639
chrII	gene	690383	691693	-	YBR236C	ABD1	690106	691733
chrII	gene	695107	697302	-	YBR238C		694582	697426
chrII	gene	698354	699943	-	YBR239C	ERT1	697877	700086
chrII	gene	700490	701842	-	YBR240C	THI2	700355	702168
chrII	gene	702589	704055	-	YBR241C		702502	704412
chrII	gene	705447	706793	-	YBR243C	ALG7	705312	706872
chrII	gene	708150	711539	-	YBR245C	ISW1	707982	711674
chrII	gene	713004	714455	-	YBR247C	ENP1	712763	714460
chrII	gene	714807	716465	-	YBR248C	HIS7	714696	716566
chrII	gene	716882	717994	-	YBR249C	ARO4	716694	718351
chrII	gene	723736	724263	-	YBR254C	TRS20	723598	724280
chrII	gene	726618	727074	-	YBR255C-A		726547	727110
chrII	gene	727386	728102	-	YBR256C	RIB5	727229	728153
chrII	gene	729734	730162	-	YBR258C	SHG1	729695	730256
chrII	gene	732639	734639	-	YBR260C	RGD1	732536	734658
chrII	gene	734832	735530	-	YBR261C	TAE1	734704	735566
chrII	gene	735720	736040	-	YBR262C	MIC12	735598	736074
chrII	gene	737770	738369	-	YBR264C	YPT10	737731	738495
chrII	gene	739936	740388	-	YBR266C	SLM6	739816	741105
chrII	gene	742160	742576	-	YBR269C	SDH8	741894	742593
chrII	gene	742761	744398	-	YBR270C	BIT2	742594	744639
chrII	gene	746361	747803	-	YBR272C	HSM3	746193	747818
chrII	gene	748061	749371	-	YBR273C	UBX7	747909	749404
chrII	gene	751356	757106	-	YBR275C	RIF1	751248	757138
chrII	gene	757620	760043	-	YBR276C	PPS1	757542	760118
chrII	gene	760215	760616	-	YBR277C		760080	761048
chrII	gene	762784	764697	-	YBR280C	SAF1	762673	764728
chrII	gene	764970	767606	-	YBR281C	DUG2	764868	767714
chrII	gene	768943	770415	-	YBR283C	SSH1	768804	771093
chrII	gene	778012	779463	-	YBR288C	APM3	777908	779516
chrII	gene	783673	784572	-	YBR291C	CTP1	783632	784741
chrII	gene	784702	785073	-	YBR292C		784689	785208
chrII	gene	796798	798522	-	YBR296C	PHO89	796552	798577
chrII	gene	800123	800242	-	YBR296C-A		799988	800377
chrII	gene	802631	804475	-	YBR298C	MAL31	802562	804898
chrII	gene	805035	805256	-	YBR298C-A		804900	805391
chrII	gene	808600	809097	-	YBR300C		808465	809232
chrII	gene	810340	811479	-	YBR302C	COS2	810205	811614
chrIII	gene	110808	111675	-	YCL002C		110727	111787
chrIII	gene	106974	107366	-	YCL007C		106839	107521
chrIII	gene	105696	106853	-	YCL008C	STP22	105562	107121
chrIII	gene	104619	105548	-	YCL009C	ILV6	104542	105561
chrIII	gene	103571	104350	-	YCL010C	SGF29	103489	104541
chrIII	gene	102075	103358	-	YCL011C	GBP2	101942	103404
chrIII	gene	101317	101788	-	YCL012C		101202	101916
chrIII	gene	94621	95763	-	YCL016C	DCC1	94485	95814
chrIII	gene	92777	94270	-	YCL017C	NFS1	92494	94372
chrIII	gene	81570	82085	-	YCL022C		81435	82375
chrIII	gene	78949	79296	-	YCL023C		78814	79431
chrIII	gene	76018	77919	-	YCL025C	AGP1	75885	78260
chrIII	gene	74704	75285	-	YCL026C-A	FRM2	74569	75420
chrIII	gene	73405	73986	-	YCL026C-B	HBN1	73367	74064
chrIII	gene	68599	69921	-	YCL029C	BIK1	68372	70081
chrIII	gene	65934	68333	-	YCL030C	HIS4	65792	68371
chrIII	gene	64675	65568	-	YCL031C	RRP7	64587	65610
chrIII	gene	62776	63282	-	YCL033C	MXR2	62691	63307
chrIII	gene	60841	61173	-	YCL035C	GRX1	60715	61254
chrIII	gene	57374	58678	-	YCL037C	SRO9	57215	58785
chrIII	gene	54941	56527	-	YCL038C	ATG22	54806	56662
chrIII	gene	50133	50627	-	YCL041C		49580	50814
chrIII	gene	48653	50221	-	YCL043C	PDI1	48515	50260
chrIII	gene	47111	48364	-	YCL044C	MGR1	46964	48455
chrIII	gene	44623	46905	-	YCL045C	EMC1	44589	47023
chrIII	gene	43661	44437	-	YCL047C	POF1	43580	44623
chrIII	gene	39786	40724	-	YCL049C		39641	41440
chrIII	gene	37836	38801	-	YCL050C	APA1	37750	38864
chrIII	gene	34143	35393	-	YCL052C	PBN1	33990	35455
chrIII	gene	26925	27359	-	YCL056C	PEX34	26912	27775
chrIII	gene	24032	24325	-	YCL057C-A	MIC10	23924	24373
chrIII	gene	23523	23981	-	YCL058C	FYV5	23388	24116
chrIII	gene	22429	23379	-	YCL059C	KRR1	22344	23434
chrIII	gene	18816	22106	-	YCL061C	MRC1	18662	22151
chrIII	gene	15798	16880	-	YCL064C	CHA1	15736	16915
chrIII	gene	12386	13018	-	YCL067C	HMLALPHA2	12251	13153
chrIII	gene	11503	12285	-	YCL068C		11368	12420
chrIII	gene	6479	8326	-	YCL073C	GEX1	6344	8461
chrIII	gene	117380	118348	-	YCR002C	CDC10	117340	118399
chrIII	gene	119575	120318	-	YCR004C	YCP4	119410	120494
chrIII	gene	120946	122328	-	YCR005C	CIT2	120820	122374
chrIII	gene	122530	123003	-	YCR006C		122375	123485
chrIII	gene	126011	126730	-	YCR007C		125627	126960
chrIII	gene	130745	131542	-	YCR009C	RVS161	130670	131636
chrIII	gene	132273	133124	-	YCR010C	ADY2	132138	133688
chrIII	gene	133724	136873	-	YCR011C	ADP1	133670	137395
chrIII	gene	138402	139049	-	YCR013C		137746	139165
chrIII	gene	139185	140933	-	YCR014C	POL4	139055	141068
chrIII	gene	141217	142170	-	YCR015C	CTO1	141164	142526
chrIII	gene	144773	147634	-	YCR017C	CWH43	144589	147689
chrIII	gene	148238	148903	-	YCR018C	SRD1	148098	149038
chrIII	gene	151608	151862	-	YCR018C-A		151473	152258
chrIII	gene	154012	154659	-	YCR020C	PET18	153939	154698
chrIII	gene	154830	155096	-	YCR020C-A	MAK31	154684	155107
chrIII	gene	156109	157107	-	YCR021C	HSP30	155918	157469
chrIII	gene	157421	157765	-	YCR022C		157286	158371
chrIII	gene	158538	160373	-	YCR023C		158293	160450
chrIII	gene	160744	162222	-	YCR024C	SLM5	160493	162412
chrIII	gene	162945	163067	-	YCR024C-A	PMP1	162413	163172
chrIII	gene	162599	162865	-	YCR024C-B		162413	163172
chrIII	gene	163446	163856	-	YCR025C		163173	163932
chrIII	gene	164111	166339	-	YCR026C	NPP1	163896	166413
chrIII	gene	167370	167999	-	YCR027C	RHB1	167201	168248
chrIII	gene	170886	172424	-	YCR028C	FEN2	170746	172653
chrIII	gene	172950	173440	-	YCR028C-A	RIM1	172709	173532
chrIII	gene	173826	176438	-	YCR030C	SYP1	173658	176935
chrIII	gene	177500	178220	-	YCR031C	RPS14A	177194	178277
chrIII	gene	191834	193018	-	YCR035C	RRP43	191680	193037
chrIII	gene	194414	197185	-	YCR037C	PHO87	194308	197202
chrIII	gene	197621	199549	-	YCR038C	BUD5	197420	199684
chrIII	gene	199546	200178	-	YCR039C	MATALPHA2	199411	200313
chrIII	gene	201174	205397	-	YCR042C	TAF2	201146	205534
chrIII	gene	206261	206644	-	YCR043C		206113	206898
chrIII	gene	206877	207950	-	YCR044C	PER1	206796	207989
chrIII	gene	208135	209610	-	YCR045C	RRT12	207939	209878
chrIII	gene	209914	210423	-	YCR046C	IMG1	209826	210458
chrIII	gene	210718	211545	-	YCR047C	BUD23	210459	211769
chrIII	gene	211871	212317	-	YCR049C		211835	212452
chrIII	gene	213464	213772	-	YCR050C		213329	213854
chrIII	gene	218376	220067	-	YCR054C	CTR86	217948	220241
chrIII	gene	220457	223228	-	YCR057C	PWP2	220286	223365
chrIII	gene	223454	224230	-	YCR059C	YIH1	223293	224857
chrIII	gene	228095	228505	-	YCR064C		227960	228640
chrIII	gene	233125	236322	-	YCR067C	SED4	233043	236441
chrIII	gene	240103	240543	-	YCR071C	IMG2	240042	240609
chrIII	gene	240805	242352	-	YCR072C	RSA4	240745	242405
chrIII	gene	242588	246583	-	YCR073C	SSK22	242545	246637
chrIII	gene	248033	248815	-	YCR075C	ERS1	247917	248836
chrIII	gene	249293	250045	-	YCR076C	FUB1	248902	250161
chrIII	gene	250238	252628	-	YCR077C	PAT1	250101	252671
chrIII	gene	258415	258651	-	YCR081C-A		258280	258847
chrIII	gene	260311	262452	-	YCR084C	TUP1	259542	262791
chrIII	gene	264006	264467	-	YCR087C-A		263244	264483
chrIII	gene	272315	272863	-	YCR090C		272264	272897
chrIII	gene	276764	279820	-	YCR092C	MSH3	276629	279831
chrIII	gene	288170	289258	-	YCR095C	OCA4	288091	289321
chrIII	gene	293179	293538	-	YCR096C	HMRA2	293044	293673
chrIII	gene	297049	298605	-	YCR098C	GIT1	296914	298740
chrIII	gene	300832	301299	-	YCR099C		300697	301434
chrIII	gene	301271	302221	-	YCR100C		301136	303009
chrIII	gene	302482	303030	-	YCR101C		302347	303165
chrIII	gene	304361	305467	-	YCR102C		304274	305602
chrIII	gene	315997	316188	-	YCR108C		315862	316323
chrIV	gene	446967	447578	-	YDL002C	NHP10	446411	447732
chrIV	gene	441014	442309	-	YDL005C	MED2	440811	442353
chrIV	gene	436567	436824	-	YDL007C-A		436432	436959
chrIV	gene	432925	433248	-	YDL009C		432234	433383
chrIV	gene	432308	432631	-	YDL011C		432234	433213
chrIV	gene	431108	431517	-	YDL012C		430974	431533
chrIV	gene	426002	426934	-	YDL015C	TSC13	425772	426984
chrIV	gene	425570	425872	-	YDL016C		425435	426171
chrIV	gene	422833	423510	-	YDL018C	ERP3	422637	423572
chrIV	gene	417663	421514	-	YDL019C	OSH2	417565	421730
chrIV	gene	415113	416708	-	YDL020C	RPN4	414996	416987
chrIV	gene	409808	410056	-	YDL022C-A		409673	410090
chrIV	gene	411761	412081	-	YDL023C		411626	412216
chrIV	gene	408451	409857	-	YDL024C	DIA3	408358	410090
chrIV	gene	405344	407206	-	YDL025C	RTK1	405250	407403
chrIV	gene	403695	404957	-	YDL027C	MRX9	403478	405092
chrIV	gene	400997	403291	-	YDL028C	MPS1	400361	403454
chrIV	gene	392659	393912	-	YDL033C	SLM3	392627	394047
chrIV	gene	389172	392057	-	YDL035C	GPR1	389016	392192
chrIV	gene	387513	388901	-	YDL036C	PUS9	386948	388925
chrIV	gene	384601	385587	-	YDL037C	BSC1	384088	385766
chrIV	gene	381985	384081	-	YDL039C	PRM7	381881	384216
chrIV	gene	378874	381438	-	YDL040C	NAT1	378727	381502
chrIV	gene	376757	378445	-	YDL042C	SIR2	376643	378501
chrIV	gene	375680	376480	-	YDL043C	PRP11	375587	376515
chrIV	gene	373967	375289	-	YDL044C	MTF2	373821	375307
chrIV	gene	372688	373608	-	YDL045C	FAD1	372618	373754
chrIV	gene	366739	368211	-	YDL048C	STP4	366686	368248
chrIV	gene	365068	365874	-	YDL049C	KNH1	364839	366060
chrIV	gene	364446	364817	-	YDL050C		363812	364871
chrIV	gene	362672	363583	-	YDL052C	SLC1	362608	363639
chrIV	gene	361699	362256	-	YDL053C	PBP4	361510	362689
chrIV	gene	359825	361285	-	YDL054C	MCH1	359692	361464
chrIV	gene	355674	356759	-	YDL055C	PSA1	355441	356909
chrIV	gene	344237	344953	-	YDL059C	RAD59	344025	345134
chrIV	gene	340628	341219	-	YDL061C	RPS29B	340403	341258
chrIV	gene	338272	340134	-	YDL063C	SYO1	338094	340237
chrIV	gene	336249	337277	-	YDL065C	PEX19	336144	337312
chrIV	gene	334217	334396	-	YDL067C	COX9	333996	334592
chrIV	gene	333121	333810	-	YDL069C	CBS1	333014	334010
chrIV	gene	330666	331040	-	YDL071C		330630	331175
chrIV	gene	329836	330447	-	YDL072C	YET3	329676	330546
chrIV	gene	324047	326149	-	YDL074C	BRE1	323882	326223
chrIV	gene	320668	321552	-	YDL076C	RXT3	320495	321701
chrIV	gene	316971	320120	-	YDL077C	VAM6	316438	320517
chrIV	gene	315357	316388	-	YDL078C	MDH3	315178	316442
chrIV	gene	312951	314748	-	YDL079C	MRK1	312816	314922
chrIV	gene	310642	312471	-	YDL080C	THI3	310423	312494
chrIV	gene	309802	310122	-	YDL081C	RPP1A	309718	310218
chrIV	gene	306926	307789	-	YDL083C	RPS16B	306828	307860
chrIV	gene	302464	302670	-	YDL085C-A		302239	302731
chrIV	gene	301655	302089	-	YDL086C-A		301419	302238
chrIV	gene	300214	300999	-	YDL087C	LUC7	300079	301418
chrIV	gene	298417	300003	-	YDL088C	ASM4	298283	300159
chrIV	gene	295034	296329	-	YDL090C	RAM1	295009	296349
chrIV	gene	293392	294759	-	YDL091C	UBX3	293296	295035
chrIV	gene	289572	290081	-	YDL094C		288379	290216
chrIV	gene	286998	287324	-	YDL096C	OPI6	286916	287459
chrIV	gene	285391	286695	-	YDL097C	RPN6	285294	286789
chrIV	gene	284581	285165	-	YDL098C	SNU23	284461	285216
chrIV	gene	282112	283176	-	YDL100C	GET3	282021	283560
chrIV	gene	280307	281848	-	YDL101C	DUN1	280202	281904
chrIV	gene	275148	276581	-	YDL103C	QRI1	275056	276639
chrIV	gene	273653	274876	-	YDL104C	QRI7	273623	275102
chrIV	gene	270222	271901	-	YDL106C	PHO2	269991	271972
chrIV	gene	265258	267201	-	YDL109C		265011	267203
chrIV	gene	264512	264964	-	YDL110C	TMA17	264291	265023
chrIV	gene	263313	264110	-	YDL111C	RRP42	263178	264242
chrIV	gene	256633	258555	-	YDL113C	ATG20	256371	258681
chrIV	gene	253995	255126	-	YDL115C	IWR1	253757	255578
chrIV	gene	246689	247612	-	YDL119C	HEM25	246491	247684
chrIV	gene	245133	245582	-	YDL121C		244969	245613
chrIV	gene	239019	239606	-	YDL125C	HNT1	238860	239817
chrIV	gene	236157	238664	-	YDL126C	CDC48	236059	238727
chrIV	gene	221724	221801	-	YDL133C-A	RPL41B	221490	221903
chrIV	gene	219662	220771	-	YDL134C	PPH21	219632	221489
chrIV	gene	218680	219288	-	YDL135C	RDI1	218614	219631
chrIV	gene	211375	212046	-	YDL139C	SCM3	211240	212083
chrIV	gene	205360	210561	-	YDL140C	RPO21	205260	210609
chrIV	gene	201719	202570	-	YDL142C	CRD1	201215	202631
chrIV	gene	198662	199732	-	YDL144C		198545	199767
chrIV	gene	194571	198176	-	YDL145C	COP1	194419	198456
chrIV	gene	188154	190586	-	YDL148C	NOP14	187923	190638
chrIV	gene	183318	183899	-	YDL151C	BUD30	183234	184034
