chromosome	type	start	end	strand	id	name
chrXII	gene	861718	862254	-	YLR370C	ARC18
chrXII	gene	862714	866784	+	YLR371W	ROM2
chrXII	gene	867354	868391	+	YLR372W	ELO3
chrXII	gene	868662	871367	-	YLR373C	VID22
chrXII	gene	871453	871842	-	YLR374C	
chrXII	gene	871697	872728	+	YLR375W	STP3
chrXII	gene	872826	873554	-	YLR376C	PSY3
chrXII	gene	873746	874792	-	YLR377C	FBP1
chrXII	gene	875736	877178	-	YLR378C	SEC61
chrXII	gene	876922	877296	+	YLR379W	
chrXII	gene	878282	879508	+	YLR380W	CSR1
chrXII	gene	879723	881924	+	YLR381W	CTF3
chrXII	gene	882067	884751	-	YLR382C	NAM2
chrXII	gene	885288	888632	+	YLR383W	SMC6
chrXII	gene	888851	892900	-	YLR384C	IKI3
chrXII	gene	892992	893390	-	YLR385C	SWC7
chrXII	gene	893628	896270	+	YLR386W	VAC14
chrXII	gene	896374	897672	-	YLR387C	REH1
chrXII	gene	898158	898821	+	YLR388W	RPS29A
chrXII	gene	899577	902660	-	YLR389C	STE23
chrXII	gene	903066	903404	+	YLR390W	ECM19
chrXII	gene	903724	904440	+	YLR390W-A	CCW14
chrXII	gene	904749	906305	-	YLR392C	ART10
chrXII	gene	907079	907918	+	YLR393W	ATP10
chrXII	gene	907950	909398	+	YLR394W	CST9
chrXII	gene	909729	909965	-	YLR395C	COX8
chrXII	gene	910235	912310	-	YLR396C	VPS33
chrXII	gene	912550	914892	-	YLR397C	AFG2
chrXII	gene	915156	919019	-	YLR398C	SKI2
chrXII	gene	919536	921596	-	YLR399C	BDF1
chrXII	gene	920869	920973	+	YLR399W-A	
chrXII	gene	922063	922536	+	YLR400W	
chrXII	gene	922442	924448	-	YLR401C	DUS3
chrXII	gene	924889	925080	+	YLR402W	
chrXII	gene	925568	927619	+	YLR403W	SFP1
chrXII	gene	928743	929600	+	YLR404W	SEI1
chrXII	gene	929789	930892	+	YLR405W	DUS4
chrXII	gene	931065	931755	-	YLR406C	RPL31B
chrXII	gene	932206	932355	-	YLR406C-A	
chrXII	gene	932967	933653	+	YLR407W	
chrXII	gene	933885	934253	-	YLR408C	BLS1
chrXII	gene	934414	937233	-	YLR409C	UTP21
chrXII	gene	937541	940981	+	YLR410W	VIP1
chrXII	gene	947253	947978	+	YLR411W	CTR3
chrXII	gene	948368	949192	+	YLR412W	BER1
chrXII	gene	950267	950473	-	YLR412C-A	
chrXII	gene	951156	953183	+	YLR413W	INA1
chrXII	gene	953353	954144	-	YLR414C	PUN1
chrXII	gene	954259	954597	-	YLR415C	
chrXII	gene	954491	954889	-	YLR416C	
chrXII	gene	955010	956710	+	YLR417W	VPS36
chrXII	gene	956914	958095	-	YLR418C	CDC73
chrXII	gene	958428	962735	+	YLR419W	
chrXII	gene	963785	964879	+	YLR420W	URA4
chrXII	gene	965090	965560	-	YLR421C	RPN13
chrXII	gene	965897	971695	+	YLR422W	DCK1
chrXII	gene	971917	973170	-	YLR423C	ATG17
chrXII	gene	973395	975521	+	YLR424W	SPP382
chrXII	gene	982894	986817	+	YLR425W	TUS1
chrXII	gene	987062	988113	+	YLR426W	TDA5
chrXII	gene	988428	990440	+	YLR427W	MAG2
chrXII	gene	990617	990961	-	YLR428C	
chrXII	gene	990777	992732	+	YLR429W	CRN1
chrXII	gene	993434	1000129	+	YLR430W	SEN1
chrXII	gene	1000342	1001703	-	YLR431C	ATG23
chrXII	gene	1002557	1004128	+	YLR432W	IMD3
chrXII	gene	1004347	1006008	-	YLR433C	CNA1
chrXII	gene	1006025	1006408	-	YLR434C	
chrXII	gene	1006378	1006995	+	YLR435W	TSR2
chrXII	gene	1007421	1011245	-	YLR436C	ECM30
chrXII	gene	1011622	1012023	-	YLR437C	DIF1
chrXII	gene	1012459	1012686	-	YLR437C-A	
chrXII	gene	1012501	1013775	+	YLR438W	CAR2
chrXII	gene	1013909	1014178	-	YLR438C-A	LSM3
chrXII	gene	1014491	1015450	+	YLR439W	MRPL4
chrXII	gene	1015568	1017697	-	YLR440C	SEC39
chrXII	gene	1018141	1018908	-	YLR441C	RPS1A
chrXII	gene	1019315	1022251	-	YLR442C	SIR3
chrXII	gene	1022625	1023971	+	YLR443W	ECM7
chrXII	gene	1023686	1023988	-	YLR444C	
chrXII	gene	1024189	1024837	+	YLR445W	GMC2
chrXII	gene	1025214	1026515	+	YLR446W	
chrXII	gene	1026856	1027893	-	YLR447C	VMA6
chrXII	gene	1028854	1029768	+	YLR448W	RPL6B
chrXII	gene	1030834	1032012	+	YLR449W	FPR4
chrXII	gene	1032627	1035764	+	YLR450W	HMG2
chrXII	gene	1036093	1038753	+	YLR451W	LEU3
chrXII	gene	1039270	1041366	-	YLR452C	SST2
chrXII	gene	1041799	1042986	-	YLR453C	RIF2
chrXII	gene	1043998	1051884	+	YLR454W	FMP27
chrXII	gene	1053629	1054543	+	YLR455W	PDP3
chrXII	gene	1055070	1055684	+	YLR456W	
chrXII	gene	1055812	1056771	-	YLR457C	NBP1
chrXII	gene	1056455	1056835	+	YLR458W	
chrXII	gene	1057334	1058518	+	YLR459W	GAB1
chrXII	gene	1059757	1060887	-	YLR460C	
chrXII	gene	1062919	1063281	+	YLR461W	PAU4
chrXII	gene	1065956	1066564	+	YLR462W	
chrXII	gene	1066265	1066816	-	YLR463C	
chrXII	gene	1066572	1067501	+	YLR464W	
chrXII	gene	1067045	1067353	-	YLR465C	BSC3
chrXII	gene	1067087	1071235	+	YLR466W	YRF1-4
chrXII	gene	1070387	1070869	-	YLR466C-A	
chrXII	gene	1071594	1071710	-	YLR466C-B	
chrXII	gene	1072508	1077898	+	YLR467W	YRF1-5
chrXII	gene	1077050	1077532	-	YLR467C-A	
chrXIII	gene	461	4684	-	YML133C	
chrXIII	gene	827	1309	+	YML133W-B	
chrXIII	gene	1610	2185	+	YML133W-A	
chrXIII	gene	7244	8383	+	YML132W	COS3
chrXIII	gene	10198	11295	+	YML131W	
chrXIII	gene	11483	13174	-	YML130C	ERO1
chrXIII	gene	14541	14753	-	YML129C	COX14
chrXIII	gene	15135	16676	-	YML128C	MSC1
chrXIII	gene	17064	18809	+	YML127W	RSC9
chrXIII	gene	19060	20535	-	YML126C	ERG13
chrXIII	gene	20761	21699	-	YML125C	PGA3
chrXIII	gene	22048	23683	-	YML124C	TUB3
chrXIII	gene	24037	25800	-	YML123C	PHO84
chrXIII	gene	26038	26418	-	YML122C	
chrXIII	gene	26930	27862	+	YML121W	GTR1
chrXIII	gene	28266	29807	-	YML120C	NDI1
chrXIII	gene	30611	31684	+	YML119W	
chrXIII	gene	32334	33851	+	YML118W	NGL3
chrXIII	gene	34243	37647	+	YML117W	NAB6
chrXIII	gene	37472	37774	+	YML116W-A	
chrXIII	gene	38196	39824	+	YML116W	ATR1
chrXIII	gene	40187	41794	-	YML115C	VAN1
chrXIII	gene	42043	43575	-	YML114C	TAF8
chrXIII	gene	44045	44791	+	YML113W	DAT1
chrXIII	gene	45063	45953	+	YML112W	CTK3
chrXIII	gene	46942	49704	+	YML111W	BUL2
chrXIII	gene	50031	50954	-	YML110C	COQ5
chrXIII	gene	51640	54468	+	YML109W	ZDS2
chrXIII	gene	54793	55110	+	YML108W	
chrXIII	gene	55265	56269	-	YML107C	PML39
chrXIII	gene	56773	57453	+	YML106W	URA5
chrXIII	gene	57866	58687	-	YML105C	SEC65
chrXIII	gene	58939	62322	-	YML104C	MDM1
chrXIII	gene	62582	67549	-	YML103C	NUP188
chrXIII	gene	68294	69700	+	YML102W	CAC2
chrXIII	gene	69409	69726	-	YML101C-A	
chrXIII	gene	69735	70088	-	YML101C	CUE4
chrXIII	gene	70138	70311	+	YML100W-A	
chrXIII	gene	70624	73920	+	YML100W	TSL1
chrXIII	gene	74229	74558	+	YML099W-A	
chrXIII	gene	74398	77040	-	YML099C	ARG81
chrXIII	gene	77267	77770	+	YML098W	TAF13
chrXIII	gene	78335	79690	-	YML097C	VPS9
chrXIII	gene	79909	81486	+	YML096W	
chrXIII	gene	81481	82113	-	YML095C	RAD10
chrXIII	gene	82219	82620	-	YML094C-A	
chrXIII	gene	82275	82849	+	YML094W	GIM5
chrXIII	gene	83090	85789	+	YML093W	UTP14
chrXIII	gene	85987	86739	-	YML092C	PRE8
chrXIII	gene	87123	90731	-	YML091C	RPM2
chrXIII	gene	90744	91130	+	YML090W	
chrXIII	gene	91041	91409	-	YML089C	
chrXIII	gene	92235	94241	+	YML088W	UFO1
chrXIII	gene	94431	95369	-	YML087C	AIM33
chrXIII	gene	95791	97371	-	YML086C	ALO1
chrXIII	gene	97941	99400	-	YML085C	TUB1
chrXIII	gene	99489	99797	+	YML084W	
chrXIII	gene	99794	101050	-	YML083C	
chrXIII	gene	101862	103811	+	YML082W	
chrXIII	gene	103983	104162	-	YML081C-A	ATP18
chrXIII	gene	104777	108532	+	YML081W	TDA9
chrXIII	gene	108806	110077	+	YML080W	DUS1
chrXIII	gene	110247	110852	+	YML079W	
chrXIII	gene	111002	111550	+	YML078W	CPR3
chrXIII	gene	111865	112344	+	YML077W	BET5
chrXIII	gene	112513	115347	-	YML076C	WAR1
chrXIII	gene	115734	118898	-	YML075C	HMG1
chrXIII	gene	120089	121324	-	YML074C	FPR3
chrXIII	gene	123227	124172	-	YML073C	RPL6A
chrXIII	gene	124730	129367	-	YML072C	TCB3
chrXIII	gene	129749	131572	-	YML071C	COG8
chrXIII	gene	133475	135229	+	YML070W	DAK1
chrXIII	gene	135500	137158	+	YML069W	POB3
chrXIII	gene	137550	138944	+	YML068W	ITT1
chrXIII	gene	139063	140214	-	YML067C	ERV41
chrXIII	gene	140424	141533	-	YML066C	SMA2
chrXIII	gene	142210	144954	+	YML065W	ORC1
chrXIII	gene	145139	145876	-	YML064C	TEM1
chrXIII	gene	146482	147249	+	YML063W	RPS1B
chrXIII	gene	147505	148683	-	YML062C	MFT1
chrXIII	gene	148953	151532	-	YML061C	PIF1
chrXIII	gene	151871	153001	+	YML060W	OGG1
chrXIII	gene	153219	158258	-	YML059C	NTE1
chrXIII	gene	158760	158966	+	YML058W-A	HUG1
chrXIII	gene	159383	159697	+	YML058W	SML1
chrXIII	gene	160023	160412	-	YML057C-A	
chrXIII	gene	160180	161994	+	YML057W	CMP2
chrXIII	gene	162194	164176	-	YML056C	IMD4
chrXIII	gene	164790	165326	+	YML055W	SPC2
chrXIII	gene	165533	167308	-	YML054C	CYB2
chrXIII	gene	167623	167781	-	YML054C-A	
chrXIII	gene	169116	169754	-	YML053C	
chrXIII	gene	170402	171310	+	YML052W	SUR7
chrXIII	gene	171594	172901	+	YML051W	GAL80
chrXIII	gene	173139	174074	+	YML050W	AIM32
chrXIII	gene	174220	178305	-	YML049C	RSE1
chrXIII	gene	178426	179637	+	YML048W	GSF2
chrXIII	gene	179893	180258	+	YML047W-A	
chrXIII	gene	180017	181075	-	YML047C	PRM6
chrXIII	gene	181474	183363	+	YML046W	PRP39
chrXIII	gene	190244	191767	-	YML043C	RRN11
chrXIII	gene	192788	194800	+	YML042W	CAT2
chrXIII	gene	194913	195755	-	YML041C	VPS71
chrXIII	gene	202775	204103	-	YML038C	YMD8
chrXIII	gene	204386	205408	-	YML037C	
chrXIII	gene	205642	206293	+	YML036W	CGI121
chrXIII	gene	206428	208860	-	YML035C	AMD1
chrXIII	gene	209428	209826	-	YML034C-A	
chrXIII	gene	209525	212155	+	YML034W	SRC1
chrXIII	gene	212515	213930	-	YML032C	RAD52
chrXIII	gene	214086	214421	-	YML031C-A	
chrXIII	gene	214189	216156	+	YML031W	NDC1
chrXIII	gene	216435	216914	+	YML030W	RCF1
chrXIII	gene	217362	219878	+	YML029W	USA1
chrXIII	gene	220138	220728	+	YML028W	TSA1
chrXIII	gene	221406	222563	+	YML027W	YOX1
chrXIII	gene	222987	223828	-	YML026C	RPS18B
chrXIII	gene	224406	225365	-	YML025C	YML6
chrXIII	gene	225889	226697	+	YML024W	RPS17A
chrXIII	gene	226994	228664	-	YML023C	NSE5
chrXIII	gene	228937	229500	+	YML022W	APT1
chrXIII	gene	229734	230813	-	YML021C	UNG1
chrXIII	gene	231149	233143	+	YML020W	
chrXIII	gene	233457	234455	+	YML019W	OST6
chrXIII	gene	234771	235952	-	YML018C	
chrXIII	gene	236588	238731	+	YML017W	PSP2
chrXIII	gene	239458	241536	-	YML016C	PPZ1
chrXIII	gene	241989	243029	-	YML015C	TAF11
chrXIII	gene	243225	244064	+	YML014W	TRM9
chrXIII	gene	244149	245903	+	YML013W	UBX2
chrXIII	gene	245537	245914	-	YML012C-A	
chrXIII	gene	246116	246751	+	YML012W	ERV25
chrXIII	gene	246895	247428	-	YML011C	RAD33
chrXIII	gene	247677	250868	+	YML010W	SPT5
chrXIII	gene	250435	250911	+	YML009W-B	
chrXIII	gene	250675	251001	-	YML009C-A	
chrXIII	gene	251304	251516	-	YML009C	MRPL39
chrXIII	gene	251839	252990	-	YML008C	ERG6
chrXIII	gene	253162	253272	-	YML007C-A	
chrXIII	gene	253848	255800	+	YML007W	YAP1
chrXIII	gene	256092	258416	-	YML006C	GIS4
chrXIII	gene	260221	261609	+	YML005W	TRM12
chrXIII	gene	261705	262685	-	YML004C	GLO1
chrXIII	gene	263483	264355	+	YML003W	
chrXIII	gene	264541	266754	+	YML002W	
chrXIII	gene	267174	267800	+	YML001W	YPT7
chrXIII	gene	269019	271136	-	YMR001C	CDC5
chrXIII	gene	271347	271577	-	YMR001C-A	
chrXIII	gene	272193	272663	+	YMR002W	MIX17
chrXIII	gene	273118	273714	+	YMR003W	AIM34
chrXIII	gene	274017	275552	+	YMR004W	MVP1
chrXIII	gene	276045	277211	+	YMR005W	TAF4
chrXIII	gene	277561	279681	-	YMR006C	PLB2
chrXIII	gene	279960	280340	+	YMR007W	
chrXIII	gene	280590	282584	-	YMR008C	PLB1
chrXIII	gene	284102	284641	+	YMR009W	ADI1
chrXIII	gene	285100	286317	+	YMR010W	
chrXIII	gene	288079	289704	+	YMR011W	HXT2
chrXIII	gene	291134	294967	+	YMR012W	CLU1
chrXIII	gene	295179	296738	-	YMR013C	SEC59
chrXIII	gene	296471	296620	-	YMR013C-A	
chrXIII	gene	298311	298391	+	YMR013W-A	
chrXIII	gene	298868	300427	+	YMR014W	BUD22
chrXIII	gene	300869	302485	-	YMR015C	ERG5
chrXIII	gene	303236	305593	-	YMR016C	SOK2
chrXIII	gene	307489	308682	+	YMR017W	SPO20
chrXIII	gene	310208	311752	+	YMR018W	
chrXIII	gene	312156	315005	+	YMR019W	STB4
chrXIII	gene	315377	316903	+	YMR020W	FMS1
chrXIII	gene	317165	318418	-	YMR021C	MAC1
chrXIII	gene	318680	319177	+	YMR022W	UBC7
chrXIII	gene	319437	321017	-	YMR023C	MSS1
chrXIII	gene	321875	323047	+	YMR024W	MRPL3
chrXIII	gene	323300	324187	+	YMR025W	CSI1
chrXIII	gene	324236	325435	-	YMR026C	PEX12
chrXIII	gene	325877	327289	+	YMR027W	
chrXIII	gene	327482	328582	+	YMR028W	TAP42
chrXIII	gene	328660	330231	-	YMR029C	FAR8
chrXIII	gene	330793	331923	+	YMR030W	RSF1
chrXIII	gene	332212	334743	-	YMR031C	EIS1
chrXIII	gene	334709	335035	+	YMR031W-A	
chrXIII	gene	335298	337307	+	YMR032W	HOF1
chrXIII	gene	337313	337603	+	YMR030W-A	
chrXIII	gene	337788	339277	+	YMR033W	ARP9
chrXIII	gene	339418	340722	-	YMR034C	RCH1
chrXIII	gene	341142	341675	+	YMR035W	IMP2
chrXIII	gene	341856	343520	-	YMR036C	MIH1
chrXIII	gene	344403	346517	-	YMR037C	MSN2
chrXIII	gene	347511	348260	-	YMR038C	CCS1
chrXIII	gene	348644	349522	-	YMR039C	SUB1
chrXIII	gene	350381	350863	+	YMR040W	YET2
chrXIII	gene	350966	351973	-	YMR041C	ARA2
chrXIII	gene	352603	353136	+	YMR042W	ARG80
chrXIII	gene	353871	354731	+	YMR043W	MCM1
chrXIII	gene	355384	356811	+	YMR044W	IOC4
chrXIII	gene	362702	362830	+	YMR046W-A	
chrXIII	gene	363364	366705	-	YMR047C	NUP116
chrXIII	gene	366981	367934	+	YMR048W	CSM3
chrXIII	gene	368094	370517	-	YMR049C	ERB1
chrXIII	gene	379586	380200	+	YMR052W	FAR3
chrXIII	gene	380069	380434	-	YMR052C-A	
chrXIII	gene	380346	382898	-	YMR053C	STB2
chrXIII	gene	383303	385975	+	YMR054W	STV1
chrXIII	gene	386101	387021	-	YMR055C	BUB2
chrXIII	gene	387315	388244	-	YMR056C	AAC1
chrXIII	gene	388359	388730	-	YMR057C	
chrXIII	gene	388822	390732	+	YMR058W	FET3
chrXIII	gene	391099	391485	+	YMR059W	SEN15
chrXIII	gene	391532	392515	-	YMR060C	SAM37
chrXIII	gene	392755	394788	+	YMR061W	RNA14
chrXIII	gene	395054	396379	-	YMR062C	ARG7
chrXIII	gene	397077	397796	+	YMR063W	RIM9
chrXIII	gene	397903	399459	+	YMR064W	AEP1
chrXIII	gene	399702	401216	+	YMR065W	KAR5
chrXIII	gene	401541	404237	+	YMR066W	SOV1
chrXIII	gene	404323	405573	-	YMR067C	UBX4
chrXIII	gene	406304	407584	+	YMR068W	AVO2
chrXIII	gene	407709	408566	+	YMR069W	NAT4
chrXIII	gene	409154	410626	+	YMR070W	MOT3
chrXIII	gene	410762	411265	-	YMR071C	TVP18
chrXIII	gene	411569	412120	+	YMR072W	ABF2
chrXIII	gene	412268	412873	-	YMR073C	IRC21
chrXIII	gene	413036	413473	-	YMR074C	SDD2
chrXIII	gene	413982	416036	+	YMR075W	RCO1
chrXIII	gene	415688	416053	-	YMR075C-A	
chrXIII	gene	416196	420029	-	YMR076C	PDS5
chrXIII	gene	421484	422149	-	YMR077C	VPS20
chrXIII	gene	422503	424728	-	YMR078C	CTF18
chrXIII	gene	424989	426059	+	YMR079W	SEC14
chrXIII	gene	426712	429627	-	YMR080C	NAM7
chrXIII	gene	430079	431095	-	YMR081C	ISF1
chrXIII	gene	431769	432125	-	YMR082C	
chrXIII	gene	434788	435915	+	YMR083W	ADH3
chrXIII	gene	436628	437416	+	YMR084W	
chrXIII	gene	437491	438789	+	YMR085W	
chrXIII	gene	439208	442090	+	YMR086W	SEG1
chrXIII	gene	442026	442364	-	YMR086C-A	
chrXIII	gene	442527	443381	+	YMR087W	
chrXIII	gene	443414	445102	-	YMR088C	VBA1
chrXIII	gene	445609	448086	-	YMR089C	YTA12
chrXIII	gene	449245	449928	+	YMR090W	
chrXIII	gene	450058	451365	-	YMR091C	NPL6
chrXIII	gene	451632	453479	-	YMR092C	AIP1
chrXIII	gene	454015	455556	+	YMR093W	UTP15
chrXIII	gene	455825	457261	+	YMR094W	CTF13
chrXIII	gene	457285	457959	-	YMR095C	SNO1
chrXIII	gene	458408	459301	+	YMR096W	SNZ1
chrXIII	gene	459424	460527	-	YMR097C	MTG1
chrXIII	gene	460771	462609	-	YMR098C	ATP25
chrXIII	gene	463934	464827	-	YMR099C	
chrXIII	gene	466300	468162	+	YMR100W	MUB1
chrXIII	gene	468445	469476	-	YMR101C	SRT1
chrXIII	gene	469848	472352	-	YMR102C	
chrXIII	gene	472902	473264	-	YMR103C	
chrXIII	gene	473420	475453	-	YMR104C	YPK2
chrXIII	gene	475897	477606	-	YMR105C	PGM2
chrXIII	gene	478064	478258	+	YMR105W-A	
chrXIII	gene	478301	480190	-	YMR106C	YKU80
chrXIII	gene	483014	483361	+	YMR107W	SPG4
chrXIII	gene	484084	486147	+	YMR108W	ILV2
chrXIII	gene	486587	490246	+	YMR109W	MYO5
chrXIII	gene	490394	491992	-	YMR110C	HFD1
chrXIII	gene	492404	493792	-	YMR111C	
chrXIII	gene	494100	494495	-	YMR112C	MED11
chrXIII	gene	494999	496282	+	YMR113W	FOL3
chrXIII	gene	496343	497449	-	YMR114C	
chrXIII	gene	497704	499209	+	YMR115W	MGR3
chrXIII	gene	499456	500688	-	YMR116C	ASC1
chrXIII	gene	501250	501891	-	YMR117C	SPC24
chrXIII	gene	502144	502734	-	YMR118C	SHH3
chrXIII	gene	505333	507207	+	YMR119W	ASI1
chrXIII	gene	506996	507370	+	YMR119W-A	
chrXIII	gene	507502	509280	-	YMR120C	ADE17
chrXIII	gene	509734	510348	-	YMR121C	RPL15B
chrXIII	gene	510701	511075	-	YMR122C	
chrXIII	gene	511315	511569	+	YMR122W-A	
chrXIII	gene	513593	513961	+	YMR123W	PKR1
chrXIII	gene	514456	517287	+	YMR124W	EPO1
chrXIII	gene	517539	520446	+	YMR125W	STO1
chrXIII	gene	520761	521789	-	YMR126C	DLT1
chrXIII	gene	522329	523345	-	YMR127C	SAS2
chrXIII	gene	523696	527499	+	YMR128W	ECM16
chrXIII	gene	527804	531817	+	YMR129W	POM152
chrXIII	gene	532119	533027	+	YMR130W	
chrXIII	gene	533163	534698	-	YMR131C	RRB1
chrXIII	gene	534944	535570	-	YMR132C	JLP2
chrXIII	gene	536207	537609	+	YMR133W	REC114
chrXIII	gene	537838	538551	+	YMR134W	ERG29
chrXIII	gene	538689	540056	-	YMR135C	GID8
chrXIII	gene	539911	540444	+	YMR135W-A	
chrXIII	gene	541199	542881	+	YMR136W	GAT2
chrXIII	gene	542978	544963	-	YMR137C	PSO2
chrXIII	gene	545155	545730	+	YMR138W	CIN4
chrXIII	gene	546125	547237	+	YMR139W	RIM11
chrXIII	gene	547714	549183	+	YMR140W	SIP5
chrXIII	gene	549736	550044	-	YMR141C	
chrXIII	gene	550206	551207	-	YMR142C	RPL13B
chrXIII	gene	550911	551135	+	YMR141W-A	
chrXIII	gene	551928	552903	+	YMR143W	RPS16A
chrXIII	gene	553362	554390	+	YMR144W	
chrXIII	gene	554793	556475	-	YMR145C	NDE1
chrXIII	gene	557481	558524	-	YMR146C	TIF34
chrXIII	gene	559199	559870	+	YMR147W	
chrXIII	gene	560366	560812	+	YMR148W	OSW5
chrXIII	gene	560996	561856	+	YMR149W	SWP1
chrXIII	gene	561956	562528	-	YMR150C	IMP1
chrXIII	gene	562506	562943	+	YMR151W	YIM2
chrXIII	gene	563096	564193	+	YMR152W	YIM1
chrXIII	gene	564435	565862	+	YMR153W	NUP53
chrXIII	gene	565574	565909	-	YMR153C-A	
chrXIII	gene	565999	568182	-	YMR154C	RIM13
chrXIII	gene	568551	570194	+	YMR155W	
chrXIII	gene	570300	571016	-	YMR156C	TPP1
chrXIII	gene	571277	572044	-	YMR157C	AIM36
chrXIII	gene	572248	572715	+	YMR158W	MRPS8
chrXIII	gene	573194	573331	-	YMR158C-A	
chrXIII	gene	574471	574791	+	YMR158W-B	
chrXIII	gene	574476	574928	-	YMR159C	ATG16
chrXIII	gene	575066	577516	+	YMR160W	
chrXIII	gene	577718	578392	+	YMR161W	HLJ1
chrXIII	gene	578951	583921	-	YMR162C	DNF3
chrXIII	gene	584271	586388	-	YMR163C	INP2
chrXIII	gene	587274	589550	-	YMR164C	MSS11
chrXIII	gene	590040	592628	-	YMR165C	PAH1
chrXIII	gene	593367	594473	-	YMR166C	MME1
chrXIII	gene	594886	597195	+	YMR167W	MLH1
chrXIII	gene	597332	599158	-	YMR168C	CEP3
chrXIII	gene	599352	600872	-	YMR169C	ALD3
chrXIII	gene	601562	603082	-	YMR170C	ALD2
chrXIII	gene	603868	605520	-	YMR171C	EAR1
chrXIII	gene	605981	608140	+	YMR172W	HOT1
chrXIII	gene	607828	608211	-	YMR172C-A	
chrXIII	gene	608689	609981	+	YMR173W	DDR48
chrXIII	gene	608897	610081	+	YMR173W-A	
chrXIII	gene	610159	610365	-	YMR174C	PAI3
chrXIII	gene	611016	611255	+	YMR175W	SIP18
chrXIII	gene	611314	611508	+	YMR175W-A	
chrXIII	gene	611740	615975	+	YMR176W	ECM5
chrXIII	gene	616566	618098	+	YMR177W	MMT1
chrXIII	gene	618479	619303	+	YMR178W	
chrXIII	gene	619858	622134	+	YMR179W	SPT21
chrXIII	gene	622251	623213	-	YMR180C	CTL1
chrXIII	gene	623616	624080	-	YMR181C	
chrXIII	gene	624532	625167	-	YMR182C	RGM1
chrXIII	gene	625811	625897	+	YMR182W-A	
chrXIII	gene	626921	627808	-	YMR183C	SSO2
chrXIII	gene	628189	628785	+	YMR184W	ADD37
chrXIII	gene	629025	631970	+	YMR185W	RTP1
chrXIII	gene	632355	634472	+	YMR186W	HSC82
chrXIII	gene	634689	635984	-	YMR187C	
chrXIII	gene	636291	637004	-	YMR188C	MRPS17
chrXIII	gene	637500	640604	+	YMR189W	GCV2
chrXIII	gene	640915	645258	-	YMR190C	SGS1
chrXIII	gene	645656	646777	+	YMR191W	SPG5
chrXIII	gene	647118	649280	+	YMR192W	GYL1
chrXIII	gene	650036	650812	+	YMR193W	MRPL24
chrXIII	gene	651072	651458	-	YMR193C-A	
chrXIII	gene	651145	651910	+	YMR194W	RPL36A
chrXIII	gene	652594	652887	-	YMR194C-B	CMC4
chrXIII	gene	652912	653136	-	YMR194C-A	
chrXIII	gene	654034	654417	+	YMR195W	ICY1
chrXIII	gene	655076	658342	+	YMR196W	
chrXIII	gene	658545	659198	-	YMR197C	VTI1
chrXIII	gene	659745	661529	+	YMR198W	CIK1
chrXIII	gene	662644	664284	+	YMR199W	CLN1
chrXIII	gene	664752	665522	+	YMR200W	ROT1
chrXIII	gene	665845	667044	-	YMR201C	RAD14
chrXIII	gene	667537	668205	+	YMR202W	ERG2
chrXIII	gene	668492	669655	+	YMR203W	TOM40
chrXIII	gene	670063	671325	-	YMR204C	INP1
chrXIII	gene	671887	674766	-	YMR205C	PFK2
chrXIII	gene	675896	676837	+	YMR206W	
chrXIII	gene	677193	683564	-	YMR207C	HFA1
chrXIII	gene	684467	685798	+	YMR208W	ERG12
chrXIII	gene	685911	687284	-	YMR209C	
chrXIII	gene	687516	688865	+	YMR210W	
chrXIII	gene	689083	690510	+	YMR211W	DML1
chrXIII	gene	690695	693043	-	YMR212C	EFR3
chrXIII	gene	693381	695153	+	YMR213W	CEF1
chrXIII	gene	695350	696483	+	YMR214W	SCJ1
chrXIII	gene	696796	698370	+	YMR215W	GAS3
chrXIII	gene	698811	701039	-	YMR216C	SKY1
chrXIII	gene	701790	703367	+	YMR217W	GUA1
chrXIII	gene	703579	706887	-	YMR218C	TRS130
chrXIII	gene	707133	712109	+	YMR219W	ESC1
chrXIII	gene	712316	713671	+	YMR220W	ERG8
chrXIII	gene	713931	715445	-	YMR221C	
chrXIII	gene	715638	716309	-	YMR222C	FSH2
chrXIII	gene	716715	718130	+	YMR223W	UBP8
chrXIII	gene	718575	720653	-	YMR224C	MRE11
chrXIII	gene	720960	721403	-	YMR225C	MRPL44
chrXIII	gene	721593	722396	-	YMR226C	
chrXIII	gene	722613	724385	-	YMR227C	TAF7
chrXIII	gene	724626	725651	+	YMR228W	MTF1
chrXIII	gene	725934	731123	-	YMR229C	RRP5
chrXIII	gene	732414	733141	+	YMR230W	RPS10B
chrXIII	gene	733268	733456	+	YMR230W-A	
chrXIII	gene	733545	736634	+	YMR231W	PEP5
chrXIII	gene	736926	738959	+	YMR232W	FUS2
chrXIII	gene	739185	739865	+	YMR233W	TRI1
chrXIII	gene	740266	741312	+	YMR234W	RNH1
chrXIII	gene	741512	742735	-	YMR235C	RNA1
chrXIII	gene	742971	743444	+	YMR236W	TAF9
chrXIII	gene	743749	745923	+	YMR237W	BCH1
chrXIII	gene	746353	747729	+	YMR238W	DFG5
chrXIII	gene	748262	749677	-	YMR239C	RNT1
chrXIII	gene	749930	751240	-	YMR240C	CUS1
chrXIII	gene	751961	752905	+	YMR241W	YHM2
chrXIII	gene	753225	754220	-	YMR242C	RPL20A
chrXIII	gene	754297	754386	+	YMR242W-A	
chrXIII	gene	754838	756166	-	YMR243C	ZRC1
chrXIII	gene	757250	758317	+	YMR244W	
